DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
2.959,0.199,3.769,0.013,0.895,9.243,1.375,0.994
2.942,0.197,3.746,0.02,0.893,9.234,1.394,0.994
2.932,0.196,3.722,0.065,0.888,9.246,1.421,0.994
2.928,0.194,3.677,0.08,0.875,9.285,1.46,0.994
2.928,0.197,3.657,0.055,0.868,9.335,1.511,0.994
2.929,0.2,3.642,0.039,0.864,9.357,1.579,0.994
2.928,0.203,3.634,0.034,0.864,9.35,1.663,0.994
2.916,0.206,3.655,0.157,0.878,9.358,1.764,0.994
2.893,0.209,3.688,0.969,0.893,9.391,1.882,0.994
2.868,0.212,3.736,2.75,0.912,9.416,2.016,0.994
2.851,0.215,3.799,4.762,0.935,9.401,2.164,0.994
2.834,0.218,3.951,5.833,0.986,9.379,2.318,0.994
2.815,0.223,4.043,6.22,1.012,9.412,2.475,0.994
2.807,0.228,4.148,5.641,1.036,9.494,2.635,0.994
2.809,0.233,4.268,4.547,1.058,9.594,2.802,0.994
2.793,0.238,4.559,3.147,1.1,9.634,2.977,0.994
2.788,0.243,4.735,3.598,1.12,9.586,3.167,0.994
2.766,0.248,4.929,5.417,1.141,9.475,3.36,0.994
2.732,0.254,5.143,7.427,1.164,9.24,3.537,0.994
2.709,0.259,5.601,8.716,1.212,8.914,3.676,0.994
2.709,0.265,5.825,9.157,1.236,8.742,3.758,0.994
2.722,0.272,6.035,8.665,1.259,8.784,3.739,0.994
2.745,0.278,6.221,7.888,1.277,8.833,3.62,0.994
2.772,0.285,6.514,7.1,1.296,8.784,3.439,0.994
2.805,0.291,6.613,6.281,1.294,8.735,3.219,0.994
2.848,0.297,6.68,5.02,1.284,8.736,2.984,0.994
2.893,0.304,6.721,1.39,1.267,8.744,2.753,0.994
2.931,0.31,6.735,0.021,1.218,8.727,2.541,0.994
2.953,0.308,6.712,0.015,1.189,8.712,2.354,0.994
2.957,0.306,6.674,0.014,1.16,8.71,2.193,0.994
2.959,0.304,6.625,0.012,1.134,8.713,2.055,0.994
2.959,0.302,6.49,0.011,1.089,8.737,1.943,0.994
2.949,0.299,6.404,0.011,1.072,8.784,1.858,0.994
2.941,0.297,6.304,0.014,1.057,8.828,1.796,0.994
2.932,0.295,6.196,0.019,1.043,8.846,1.754,0.994
2.925,0.293,5.959,0.038,1.018,8.84,1.729,0.994
2.925,0.298,5.827,0.055,1.005,8.826,1.721,0.994
2.928,0.302,5.688,0.031,0.992,8.82,1.733,0.994
2.933,0.307,5.547,0.021,0.98,8.826,1.768,0.994
2.939,0.312,5.285,0.018,0.965,8.836,1.826,0.994
2.947,0.317,5.174,0.014,0.964,8.832,1.912,0.994
2.939,0.321,5.084,0.012,0.97,8.814,2.029,0.994
2.895,0.326,5.016,0.023,0.981,8.796,2.183,0.994
2.849,0.331,4.969,3.323,1.022,8.794,2.378,0.994
2.793,0.347,4.988,5.897,1.047,8.812,2.599,0.994
2.762,0.364,5.025,6.798,1.074,8.854,2.826,0.994
2.758,0.38,5.068,6.8,1.099,8.903,3.035,0.994
2.768,0.396,5.162,6.476,1.139,8.928,3.196,0.994
2.784,0.413,5.202,6.209,1.152,8.92,3.27,0.994
2.807,0.429,5.235,5.767,1.158,8.924,3.271,0.994
2.837,0.446,5.261,5.052,1.16,8.957,3.176,0.994
2.866,0.462,5.303,3.222,1.155,8.989,3.058,0.994
2.878,0.455,5.33,1.746,1.151,9.005,2.92,0.994
2.923,0.449,5.363,0.015,1.148,9.026,2.784,0.994
2.916,0.442,5.404,0.017,1.145,9.055,2.664,0.994
2.913,0.436,5.499,0.017,1.145,9.067,2.563,0.994
2.913,0.429,5.554,0.017,1.146,9.045,2.481,0.994
2.91,0.423,5.613,0.018,1.147,9.04,2.417,0.994
2.906,0.416,5.675,0.019,1.148,9.052,2.371,0.994
2.913,0.41,5.803,0.019,1.143,9.052,2.341,0.994
2.915,0.427,5.872,0.018,1.139,9.041,2.323,0.994
2.913,0.444,5.94,0.017,1.134,9.034,2.314,0.994
2.91,0.461,6.004,0.019,1.129,9.029,2.311,0.994
2.909,0.478,6.102,0.08,1.123,9.005,2.313,0.994
2.904,0.495,6.128,0.228,1.123,8.967,2.313,0.994
2.896,0.511,6.135,0.067,1.125,8.92,2.307,0.994
2.9,0.528,6.124,0.019,1.129,8.861,2.29,0.994
2.925,0.545,6.05,0.014,1.138,8.794,2.263,0.994
2.946,0.548,5.996,0.01,1.14,8.734,2.226,0.994
2.962,0.551,5.935,0.007,1.14,8.682,2.182,0.994
2.978,0.554,5.871,0.004,1.137,8.647,2.138,0.994
2.988,0.557,5.749,0.002,1.124,8.633,2.1,0.994
2.982,0.56,5.697,0.004,1.115,8.621,2.072,0.994
2.955,0.563,5.656,0.009,1.106,8.592,2.058,0.994
2.937,0.566,5.625,0.016,1.099,8.556,2.056,0.994
2.928,0.569,5.593,0.021,1.094,8.518,2.065,0.994
2.922,0.574,5.585,0.033,1.097,8.489,2.078,0.994
2.925,0.579,5.579,0.021,1.104,8.481,2.089,0.994
2.935,0.583,5.57,0.017,1.112,8.485,2.093,0.994
2.932,0.588,5.518,0.015,1.128,8.471,2.093,0.994
2.923,0.592,5.473,0.017,1.133,8.437,2.074,0.994
2.915,0.597,5.415,0.019,1.134,8.404,2.055,0.994
2.92,0.602,5.352,0.019,1.131,8.388,2.035,0.994
2.943,0.606,5.214,0.014,1.114,8.386,2.016,0.994
2.976,0.622,5.144,0.007,1.101,8.393,2.002,0.994
3,0.639,5.078,0.002,1.088,8.387,1.995,0.994
3,0.655,5.015,0.001,1.076,8.354,1.995,0.994
2.986,0.671,4.906,0.004,1.06,8.309,2.005,0.993
2.956,0.687,4.859,0.009,1.058,8.293,2.024,0.993
2.941,0.704,4.822,0.014,1.059,8.305,2.053,0.993
2.933,0.72,4.794,0.016,1.062,8.303,2.089,0.993
2.93,0.736,4.774,0.016,1.072,8.281,2.131,0.993
2.942,0.736,4.784,0.015,1.076,8.26,2.175,0.993
2.954,0.736,4.805,0.014,1.077,8.236,2.214,0.994
2.956,0.736,4.833,0.015,1.076,8.19,2.24,0.994
2.937,0.736,4.904,0.02,1.07,8.166,2.249,0.995
2.912,0.736,4.939,0.05,1.066,8.21,2.235,0.995
2.905,0.736,4.971,0.178,1.064,8.267,2.199,0.995
2.899,0.736,4.996,0.024,1.064,8.27,2.147,0.995
2.929,0.736,5.032,0.015,1.074,8.296,2.085,0.995
2.958,0.738,5.04,0.009,1.084,8.374,2.019,0.995
2.975,0.739,5.045,0.005,1.097,8.436,1.953,0.995
2.982,0.741,5.048,0.004,1.11,8.459,1.891,0.995
2.994,0.743,5.045,0.001,1.132,8.475,1.83,0.995
3,0.744,5.045,0,1.137,8.506,1.774,0.995
2.953,0.746,5.043,0.01,1.135,8.52,1.723,0.995
2.946,0.748,5.035,0.011,1.127,8.508,1.679,0.995
2.934,0.749,5.004,0.013,1.091,8.512,1.644,0.995
2.93,0.75,4.977,0.014,1.066,8.553,1.618,0.995
2.944,0.751,4.942,0.013,1.039,8.61,1.617,0.995
2.957,0.752,4.894,0.013,1.012,8.66,1.594,0.995
2.961,0.753,4.773,0.013,0.967,8.681,1.592,0.995
2.955,0.753,4.706,0.014,0.952,8.665,1.596,0.995
2.941,0.754,4.634,0.019,0.944,8.647,1.603,0.995
2.93,0.755,4.566,0.023,0.943,8.664,1.612,0.995
2.932,0.756,4.423,0.02,0.957,8.728,1.621,0.994
2.941,0.748,4.355,0.017,0.969,8.796,1.628,0.994
2.943,0.74,4.291,0.016,0.98,8.844,1.632,0.994
2.94,0.733,4.228,0.017,0.991,8.894,1.63,0.994
2.944,0.725,4.105,0.015,0.999,8.964,1.623,0.994
2.948,0.717,4.047,0.012,0.996,9.008,1.61,0.995
2.954,0.709,3.993,0.012,0.987,9.042,1.593,0.995
2.953,0.701,3.949,0.014,0.973,9.093,1.575,0.994
2.956,0.694,3.886,0.013,0.94,9.144,1.558,0.994
2.973,0.663,3.867,0.008,0.924,9.189,1.544,0.995
2.989,0.632,3.854,0.002,0.911,9.238,1.537,0.995
3,0.602,3.848,0,0.903,9.295,1.538,0.995
3,0.571,3.848,0,0.906,9.353,1.548,0.995
2.989,0.54,3.851,0.002,0.917,9.419,1.569,0.994
2.984,0.51,3.859,0.005,0.933,9.49,1.604,0.995
2.977,0.479,3.871,0.008,0.953,9.56,1.658,0.994
2.966,0.448,3.917,0.011,0.998,9.631,1.735,0.994
2.951,0.477,3.956,0.016,1.018,9.713,1.841,0.994
2.93,0.506,4.009,0.025,1.034,9.808,1.979,0.994
2.899,0.536,4.075,1.056,1.046,9.918,2.148,0.995
2.855,0.565,4.228,4.719,1.053,10.018,2.338,0.994
2.805,0.594,4.305,6.125,1.05,10.101,2.526,0.994
2.777,0.623,4.374,6.445,1.044,10.182,2.682,0.994
2.782,0.652,4.434,5.674,1.038,10.221,2.763,0.994
2.823,0.681,4.52,2.987,1.029,10.188,2.778,0.994
2.854,0.661,4.543,0.032,1.03,10.125,2.737,0.995
2.917,0.641,4.558,0.018,1.035,10.082,2.666,0.995
2.894,0.622,4.572,0.021,1.046,10.042,2.589,0.995
2.84,0.602,4.623,2.968,1.077,9.918,2.524,0.995
2.79,0.582,4.663,9.611,1.095,9.763,2.479,0.994
2.742,0.562,4.712,12.933,1.111,9.72,2.457,0.995
2.714,0.542,4.774,14.379,1.125,9.745,2.457,0.995
2.696,0.522,4.931,14.934,1.139,9.726,2.475,0.995
2.683,0.534,5.024,15.354,1.137,9.625,2.51,0.995
2.675,0.545,5.127,15.631,1.129,9.496,2.561,0.995
2.669,0.556,5.247,15.206,1.118,9.387,2.627,0.995
2.684,0.567,5.525,15.194,1.091,9.349,2.705,0.996
2.687,0.579,5.694,14.599,1.079,9.347,2.792,0.995
2.698,0.59,5.888,13.978,1.072,9.302,2.88,0.995
2.702,0.601,6.101,13.453,1.071,9.184,2.967,0.995
2.703,0.613,6.553,13.344,1.092,9.103,3.049,0.995
2.7,0.614,6.791,13.366,1.113,9.084,3.13,0.995
2.702,0.615,7.029,13.02,1.14,8.921,3.209,0.995
2.712,0.616,7.257,12.056,1.171,8.647,3.287,0.995
2.731,0.618,7.685,10.473,1.233,8.515,3.358,0.996
2.759,0.619,7.876,8.455,1.259,8.445,3.411,0.996
2.787,0.62,8.048,6.372,1.28,8.324,3.435,0.996
2.805,0.622,8.205,5.149,1.294,8.167,3.422,0.996
2.827,0.623,8.482,4.057,1.298,8.088,3.374,0.995
2.848,0.632,8.591,1.781,1.291,8.121,3.304,0.996
2.944,0.642,8.682,0.015,1.278,8.152,3.224,0.996
2.941,0.652,8.755,0.016,1.262,8.1,3.145,0.996
2.923,0.661,8.848,0.022,1.232,8.016,3.073,0.996
2.911,0.671,8.868,0.026,1.221,7.967,3.006,0.996
2.92,0.681,8.866,0.025,1.214,7.968,2.942,0.996
2.945,0.69,8.838,0.02,1.212,8.02,2.877,0.996
2.967,0.7,8.713,0.014,1.223,8.076,2.806,0.996
2.977,0.708,8.622,0.008,1.232,8.095,2.732,0.997
2.976,0.716,8.518,0.006,1.242,8.082,2.656,0.997
2.963,0.723,8.407,0.01,1.251,8.069,2.583,0.997
2.947,0.731,8.182,0.015,1.256,8.046,2.515,0.997
2.934,0.739,8.071,0.019,1.251,7.996,2.457,0.997
2.923,0.747,7.966,0.021,1.239,7.968,2.41,0.997
2.906,0.755,7.871,0.022,1.222,8.104,2.371,0.997
2.897,0.762,7.681,0.022,1.176,8.154,2.338,0.997
2.91,0.771,7.585,0.018,1.15,8.058,2.309,0.997
2.936,0.78,7.49,0.013,1.126,8.168,2.279,0.997
2.96,0.789,7.382,0.008,1.105,8.189,2.248,0.997
2.971,0.798,7.155,0.007,1.08,7.846,2.216,0.997
2.976,0.807,7.046,0.008,1.078,7.61,2.183,0.997
2.975,0.816,6.939,0.01,1.082,7.631,2.149,0.997
2.965,0.825,6.829,0.012,1.091,7.692,2.116,0.997
2.948,0.834,6.617,0.014,1.118,7.638,2.085,0.997
2.932,0.836,6.514,0.016,1.131,7.566,2.055,0.998
2.929,0.839,6.409,0.015,1.141,7.595,2.029,0.998
2.941,0.841,6.305,0.012,1.146,7.709,2.004,0.998
2.955,0.843,6.097,0.009,1.138,7.76,1.981,0.999
2.972,0.846,5.988,0.007,1.124,7.643,1.958,0.998
2.983,0.848,5.881,0.006,1.105,7.475,1.935,0.997
2.983,0.85,5.777,0.005,1.083,7.773,1.914,0.997
2.968,0.853,5.581,0.007,1.036,8.298,1.893,0.997
2.96,0.842,5.491,0.008,1.015,8.21,1.873,0.997
2.962,0.832,5.404,0.009,1,8.046,1.855,0.997
2.964,0.821,5.323,0.007,0.99,8.039,1.838,0.997
2.974,0.81,5.164,0.005,0.991,7.965,1.821,0.997
2.983,0.8,5.084,0.004,1,7.938,1.802,0.997
2.99,0.789,5.007,0.004,1.014,7.964,1.782,0.997
2.994,0.779,4.927,0.004,1.031,7.976,1.76,0.997
2.999,0.768,4.762,0.002,1.063,7.945,1.739,0.997
3,0.755,4.685,0,1.075,7.964,1.721,0.997
2.995,0.742,4.611,0.001,1.082,8.059,1.709,0.997
2.98,0.729,4.545,0.005,1.084,8.147,1.705,0.997
2.98,0.716,4.436,0.007,1.071,8.137,1.712,0.997
2.986,0.702,4.399,0.005,1.058,8.104,1.73,0.997
2.994,0.689,4.37,0.001,1.043,8.244,1.76,0.997
3,0.676,4.349,0,1.028,8.458,1.801,0.997
2.989,0.663,4.338,0.002,1.003,8.623,1.852,0.996
2.968,0.643,4.34,0.008,0.998,8.779,1.908,0.996
2.958,0.624,4.347,0.012,0.998,8.865,1.969,0.996
2.953,0.604,4.357,0.014,1.005,8.877,2.028,0.996
2.944,0.585,4.378,0.014,1.033,8.927,2.082,0.996
2.933,0.565,4.387,0.016,1.053,8.982,2.125,0.996
2.932,0.546,4.394,0.019,1.073,8.967,2.15,0.996
2.928,0.526,4.4,0.021,1.091,8.863,2.156,0.996
2.924,0.507,4.403,0.021,1.116,8.742,2.143,0.996
2.916,0.507,4.403,0.02,1.119,8.641,2.114,0.997
2.915,0.507,4.403,0.018,1.115,8.523,2.075,0.997
2.924,0.507,4.403,0.016,1.104,8.414,2.035,0.996
2.932,0.507,4.405,0.014,1.065,8.354,2.001,0.996
2.946,0.507,4.413,0.012,1.04,8.335,1.98,0.996
2.958,0.507,4.426,0.01,1.016,8.341,1.979,0.996
2.955,0.507,4.446,0.011,0.995,8.339,2.002,0.996
2.946,0.507,4.523,0.013,0.969,8.305,2.052,0.996
2.94,0.517,4.575,0.013,0.969,8.26,2.133,0.996
2.947,0.527,4.635,0.011,0.978,8.239,2.245,0.996
2.951,0.537,4.702,0.01,0.996,8.242,2.385,0.996
2.936,0.548,4.84,0.013,1.055,8.265,2.552,0.995
2.912,0.558,4.916,0.019,1.091,8.292,2.74,0.995
2.893,0.568,5.001,0.031,1.128,8.295,2.938,0.995
2.893,0.578,5.092,0.502,1.164,8.292,3.134,0.995
2.881,0.588,5.299,1.214,1.221,8.327,3.318,0.996
2.862,0.586,5.418,1.548,1.239,8.401,3.479,0.996
2.846,0.584,5.547,1.297,1.25,8.494,3.606,0.996
2.836,0.581,5.695,0.709,1.254,8.559,3.698,0.996
2.83,0.579,6.022,0.064,1.243,8.573,3.756,0.996
2.848,0.577,6.194,0.032,1.233,8.551,3.777,0.996
2.876,0.574,6.372,0.027,1.222,8.542,3.765,0.996
2.892,0.572,6.554,0.023,1.212,8.554,3.717,0.996
2.887,0.57,6.907,0.023,1.201,8.577,3.628,0.996
2.879,0.562,7.06,0.024,1.202,8.619,3.5,0.996
2.888,0.553,7.189,0.022,1.206,8.662,3.334,0.996
2.921,0.545,7.282,0.016,1.212,8.761,3.134,0.996
2.957,0.537,7.348,0.009,1.223,9.025,2.915,0.995
2.98,0.529,7.33,0.004,1.225,9.079,2.691,0.995
2.994,0.521,7.272,0.001,1.222,8.658,2.476,0.995
3,0.512,7.187,0,1.212,8.417,2.281,0.995
3,0.504,6.975,0,1.174,8.419,2.116,0.995
3,0.508,6.866,0,1.147,8.337,1.986,0.995
3,0.512,6.768,0,1.116,8.218,1.892,0.995
3,0.516,6.679,0,1.086,8.202,1.84,0.996
3,0.52,6.573,0,1.036,8.3,1.829,0.996
3,0.524,6.566,0,1.022,8.469,1.86,0.996
3,0.528,6.585,0,1.019,8.623,1.943,0.996
3,0.532,6.636,0,1.027,8.766,2.079,0.996
2.993,0.536,6.818,0.006,1.077,8.995,2.275,0.996
2.881,0.541,6.942,0.34,1.116,9.331,2.535,0.996
2.805,0.547,7.079,3.034,1.161,9.722,2.85,0.996
2.769,0.552,7.229,3.779,1.208,10.048,3.201,0.996
2.744,0.558,7.507,4.461,1.293,10.112,3.546,0.996
2.729,0.563,7.614,4.943,1.326,9.998,3.837,0.996
2.733,0.568,7.696,4.941,1.348,9.794,4.032,0.996
2.755,0.574,7.75,4.686,1.359,9.49,4.116,0.996
2.781,0.579,7.764,4.542,1.347,9.336,4.104,0.996
2.808,0.59,7.74,4.174,1.327,9.296,4.014,0.995
2.825,0.601,7.703,3.946,1.3,9.23,3.872,0.996
2.831,0.612,7.664,3.967,1.27,9.142,3.695,0.996
2.84,0.623,7.609,3.728,1.211,9.098,3.494,0.996
2.856,0.634,7.598,2.968,1.187,9.099,3.281,0.995
2.874,0.645,7.598,1.754,1.168,9.085,3.071,0.995
2.893,0.656,7.603,0.592,1.157,9.035,2.877,0.995
2.895,0.667,7.612,0.023,1.152,8.978,2.707,0.996
2.921,0.728,7.609,0.016,1.157,8.935,2.566,0.997
2.94,0.788,7.603,0.012,1.164,8.909,2.454,0.997
2.951,0.848,7.593,0.01,1.172,8.893,2.369,0.997
2.964,0.909,7.588,0.007,1.182,8.88,2.309,0.997
2.982,0.969,7.602,0.004,1.183,8.864,2.275,0.997
2.995,1.029,7.64,0.001,1.18,8.839,2.266,0.997
3,1.09,7.707,0,1.175,8.796,2.286,0.997
2.969,1.15,7.915,0.006,1.159,8.743,2.342,0.996
2.868,1.056,8.045,4.807,1.151,8.702,2.438,0.997
2.791,0.961,8.179,8.386,1.146,8.692,2.578,0.997
2.756,0.867,8.308,9.791,1.145,8.702,2.769,0.996
2.743,0.773,8.508,10.056,1.158,8.708,3.008,0.996
2.744,0.678,8.568,9.25,1.171,8.694,3.287,0.996
2.757,0.584,8.594,7.212,1.189,8.658,3.583,0.998
2.79,0.49,8.584,4.289,1.21,8.616,3.852,0.997
2.767,0.395,8.495,0.046,1.251,8.61,4.061,0.997
2.825,0.402,8.416,0.035,1.266,8.651,4.12,0.998
2.812,0.409,8.314,0.037,1.276,8.66,4.015,0.997
2.819,0.415,8.195,5.238,1.278,8.649,3.774,0.996
2.772,0.422,7.914,9.158,1.255,8.697,3.471,0.996
2.74,0.429,7.765,12.076,1.231,8.594,3.165,0.995
2.722,0.436,7.618,14.014,1.199,8.571,2.896,0.996
2.715,0.442,7.489,15.208,1.162,8.644,2.68,0.996
2.717,0.449,7.338,16.007,1.083,8.656,2.521,0.997
2.722,0.449,7.321,16.764,1.047,8.59,2.408,0.996
2.717,0.45,7.345,17.103,1.016,8.494,2.333,0.995
2.708,0.45,7.402,17.103,0.994,8.415,2.327,0.995
2.701,0.451,7.606,16.991,0.978,8.336,2.255,0.995
2.699,0.451,7.739,16.933,0.986,8.314,2.237,0.995
2.702,0.451,7.886,17.083,1.003,8.374,2.23,0.995
2.707,0.452,8.046,17.261,1.028,8.418,2.235,0.995
2.711,0.452,8.381,17.148,1.092,8.414,2.256,0.995
2.711,0.443,8.553,16.513,1.126,8.426,2.297,0.995
2.713,0.434,8.72,14.882,1.157,8.483,2.363,0.995
2.731,0.425,8.872,12.507,1.182,8.578,2.453,0.996
2.77,0.416,9.109,9.451,1.209,8.68,2.564,0.996
2.834,0.407,9.18,5.985,1.209,8.78,2.685,0.996
2.89,0.398,9.222,0.939,1.199,8.857,2.8,0.996
2.896,0.389,9.227,0.442,1.182,8.932,2.81,0.994
2.862,0.38,9.158,5.266,1.131,9.035,2.943,0.996
2.79,0.368,9.109,10.355,1.102,9.112,2.967,0.996
2.732,0.356,9.06,13.786,1.074,9.096,2.971,0.996
2.701,0.344,9.018,15.305,1.049,8.988,2.971,0.996
2.698,0.332,8.974,15.066,1.017,8.922,2.978,0.996
2.724,0.32,8.977,13.239,1.012,8.964,2.993,0.996
2.779,0.308,8.995,9.573,1.015,8.923,3.013,0.996
2.839,0.296,9.028,4.791,1.026,8.639,3.03,0.996
2.848,0.285,9.143,0.346,1.069,8.448,3.041,0.997
2.849,0.325,9.221,0.031,1.098,8.387,3.049,0.997
2.875,0.366,9.272,0.794,1.131,8.262,3.068,0.997
2.873,0.407,9.323,2.131,1.166,8.236,3.075,0.997
2.856,0.448,9.594,4.518,1.233,8.426,3.202,0.997
2.819,0.489,9.781,6.59,1.263,8.685,3.351,0.997
2.775,0.53,9.991,8.367,1.289,8.894,3.577,0.997
2.739,0.571,10.222,9.672,1.31,9.092,3.899,0.997
2.717,0.612,10.698,10.583,1.337,9.407,4.329,0.997
2.707,0.613,10.929,11.14,1.343,9.868,4.874,0.997
2.699,0.614,11.148,10.918,1.345,10.246,5.499,0.997
2.687,0.615,11.337,10.085,1.342,10.445,6.102,0.997
2.677,0.616,11.613,8.908,1.331,10.443,6.499,0.997
2.68,0.617,11.685,7.454,1.325,10.122,6.541,0.997
2.7,0.618,11.72,5.888,1.32,9.372,6.199,0.997
2.737,0.619,11.721,4.731,1.318,8.477,5.679,0.997
2.791,0.619,11.608,3.465,1.323,7.974,5.121,0.997
2.802,0.61,11.511,0.343,1.331,8.274,4.618,0.997
2.847,0.6,11.401,0.031,1.341,8.562,4.204,0.997
2.812,0.591,11.293,0.037,1.352,8.58,3.878,0.997
2.798,0.581,11.117,5.337,1.374,8.788,3.641,0.997
2.734,0.572,11.055,9.751,1.381,8.855,3.47,0.997
2.701,0.562,11.013,12.058,1.382,8.75,3.356,0.997
2.691,0.553,10.984,13.107,1.377,8.769,3.287,0.997
2.692,0.543,10.951,13.258,1.346,8.793,3.249,0.997
2.692,0.541,10.924,13.059,1.319,8.448,3.231,0.997
2.686,0.538,10.884,13.216,1.287,8.351,3.222,0.997
2.678,0.536,10.831,13.978,1.25,8.506,3.215,0.997
2.674,0.533,10.692,14.314,1.173,8.601,3.207,0.997
2.68,0.531,10.619,14.366,1.138,8.601,3.198,0.997
2.704,0.528,10.548,13.588,1.108,8.607,3.194,0.997
2.742,0.526,10.484,11.273,1.085,8.64,3.199,0.997
2.799,0.523,10.372,8.162,1.069,8.649,3.218,0.997
2.843,0.52,10.321,5.61,1.077,8.614,3.254,0.997
2.907,0.517,10.276,0.018,1.094,8.562,3.315,0.997
2.905,0.514,10.234,0.019,1.12,8.52,3.403,0.997
2.897,0.511,10.168,0.02,1.19,8.496,3.521,0.997
2.887,0.508,10.147,0.022,1.229,8.482,3.666,0.997
2.866,0.505,10.139,0.026,1.267,8.472,3.832,0.997
2.836,0.502,10.144,0.031,1.301,8.463,4.003,0.997
2.81,0.5,10.185,0.035,1.35,8.469,4.158,0.997
2.802,0.506,10.221,0.037,1.363,8.507,4.28,0.997
2.812,0.512,10.259,0.035,1.367,8.517,4.357,0.997
2.834,0.518,10.299,0.031,1.362,8.349,4.389,0.997
2.849,0.524,10.382,0.029,1.331,8.07,4.392,0.997
2.852,0.53,10.426,0.03,1.308,7.931,4.377,0.997
2.845,0.536,10.468,0.032,1.283,7.935,4.346,0.997
2.845,0.542,10.5,0.033,1.258,7.942,4.293,0.997
2.852,0.548,10.513,0.031,1.217,7.869,4.196,0.997
2.871,0.518,10.484,0.026,1.204,7.808,4.04,0.997
2.899,0.488,10.434,0.02,1.198,7.813,3.832,0.997
2.928,0.458,10.362,0.015,1.198,7.809,3.592,0.997
2.961,0.428,10.164,0.008,1.216,7.763,3.356,0.997
2.997,0.398,10.056,0.002,1.232,7.736,3.151,0.997
3,0.368,9.959,0.001,1.249,7.754,2.995,0.997
2.964,0.338,9.875,0.01,1.267,7.766,2.89,0.997
2.907,0.308,9.767,0.021,1.294,7.837,2.829,0.997
2.908,0.331,9.736,0.154,1.3,7.867,2.797,0.997
2.912,0.354,9.707,0.032,1.298,7.724,2.775,0.997
2.923,0.377,9.674,0.016,1.29,7.455,2.748,0.997
2.959,0.4,9.565,0.008,1.251,7.246,2.705,0.997
2.998,0.423,9.479,0.002,1.224,7.104,2.651,0.997
3,0.446,9.367,0,1.193,6.991,2.593,0.997
3,0.469,9.242,0,1.162,6.945,2.543,0.997
3,0.492,8.97,0,1.106,6.974,2.511,0.997
3,0.495,8.845,0.003,1.086,7.036,2.502,0.997
2.978,0.498,8.738,0.012,1.074,7.13,2.52,0.997
2.928,0.501,8.657,0.02,1.07,7.278,2.564,0.997
2.914,0.503,8.529,0.108,1.089,7.444,2.635,0.997
2.91,0.506,8.471,0.208,1.11,7.581,2.732,0.997
2.912,0.509,8.411,0.092,1.136,7.718,2.853,0.997
2.919,0.512,8.336,0.024,1.165,8.022,2.993,0.997
2.917,0.515,8.142,0.021,1.224,8.554,3.141,0.997
2.902,0.531,8.03,0.021,1.248,9.056,3.279,0.997
2.895,0.547,7.911,0.022,1.267,9.192,3.388,0.997
2.9,0.563,7.79,0.021,1.278,8.997,3.453,0.997
2.921,0.578,7.572,0.017,1.276,8.866,3.468,0.997
2.957,0.594,7.485,0.011,1.263,8.833,3.439,0.997
2.982,0.61,7.41,0.005,1.244,8.82,3.382,0.997
2.978,0.626,7.358,0.005,1.22,8.752,3.313,0.997
2.955,0.642,7.308,0.009,1.169,8.653,3.247,0.997
2.932,0.688,7.312,0.014,1.146,8.625,3.191,0.997
2.928,0.733,7.331,0.015,1.128,8.624,3.148,0.997
2.934,0.779,7.374,0.014,1.118,8.575,3.113,0.997
2.948,0.824,7.517,0.014,1.121,8.456,3.084,0.997
2.945,0.87,7.608,0.016,1.135,8.332,3.06,0.997
2.945,0.916,7.706,0.016,1.156,8.286,3.043,0.997
2.953,0.961,7.818,0.015,1.183,8.304,3.044,0.997
2.964,1.007,8.074,0.012,1.245,8.145,3.074,0.997
2.965,1.007,8.214,0.009,1.274,8.009,3.142,0.997
2.878,1.007,8.362,0.025,1.3,8.554,3.255,0.997
2.879,1.007,8.506,1.752,1.319,9.219,3.414,0.997
2.836,1.007,8.754,5.864,1.333,9.421,3.607,0.997
2.796,1.007,8.852,7.121,1.326,9.51,3.808,0.997
2.782,1.007,8.918,6.857,1.311,9.201,3.984,0.997
2.788,1.007,8.955,5.676,1.288,8.298,4.101,0.997
2.802,1.007,8.922,4.639,1.227,7.687,4.132,0.997
2.807,0.976,8.868,5.091,1.194,7.772,4.069,0.997
2.797,0.946,8.782,6.697,1.162,8.48,3.936,0.997
2.775,0.915,8.677,8.705,1.134,9.234,3.758,0.997
2.747,0.885,8.451,10.887,1.096,9.482,3.563,0.997
2.722,0.854,8.345,12.571,1.089,9.37,3.377,0.997
2.706,0.823,8.256,13.655,1.091,9.299,3.213,0.997
2.695,0.793,8.193,14.278,1.101,9.27,3.081,0.997
2.688,0.762,8.154,14.507,1.143,8.97,2.984,0.997
2.687,0.761,8.197,14.431,1.17,8.494,2.924,0.997
2.692,0.759,8.276,13.837,1.199,8.68,2.9,0.997
2.701,0.757,8.396,13.52,1.227,9.645,2.913,0.997
2.705,0.756,8.689,13.733,1.27,10.422,2.965,0.997
2.699,0.754,8.853,14.309,1.282,10.087,3.048,0.997
2.696,0.752,9.016,15.05,1.285,9.895,3.155,0.997
2.698,0.751,9.17,15.061,1.281,10,3.273,0.997
2.713,0.749,9.425,14.194,1.249,10.075,3.382,0.997
2.745,0.754,9.517,11.792,1.225,10.036,3.462,0.997
2.812,0.759,9.587,7.242,1.199,9.906,3.498,0.997
2.903,0.765,9.645,0.018,1.173,9.74,3.493,0.997
